laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros
1123,Hp,15-Bw011Nv (A6-9220/4Gb/1Tb/Fhd/W10),Notebook,15.6,Full Hd 1920X1080,Amd A6-Series 9220 2.5Ghz,4Gb,1Tb Hdd,Amd Radeon R4,Windows 10,2.1Kg,398.0
1124,Asus,Rog Gl552Vw-Cn470T,Gaming,15.6,Ips Panel Full Hd 1920X1080,Intel Core I7 6700Hq 2.6Ghz,16Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 960M,Windows 10,2.59Kg,1339.0
1125,Hp,Elitebook 1030,Notebook,13.3,Quad Hd+ / Touchscreen 3200X1800,Intel Core M 6Y54 1.1Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 515,Windows 10,1.16Kg,1699.0
1126,Dell,Vostro 3559,Notebook,15.6,1366X768,Intel Core I5 6200U 2.3Ghz,4Gb,500Gb Hdd,Amd Radeon R5 M315,Windows 7,2.24Kg,769.15
1127,Lenovo,V110-15Isk (I3-6006U/4Gb/128Gb/W10),Notebook,15.6,1366X768,Intel Core I3 6006U 2.0Ghz,4Gb,128Gb Ssd,Intel Hd Graphics 520,Windows 10,2.1Kg,429.0
1128,Hp,Spectre Pro,Ultrabook,13.3,Full Hd 1920X1080,Intel Core I7 6500U 2.5Ghz,8Gb,512Gb Ssd,Intel Hd Graphics 520,Windows 10,1.16Kg,1969.0
1129,Lenovo,Yoga Book,2 In 1 Convertible,10.1,Ips Panel Touchscreen 1920X1200,Intel Atom X5-Z8550 1.44Ghz,4Gb,64Gb Flash Storage,Intel Hd Graphics 400,Android,0.69Kg,549.0
1130,Dell,Xps 13,Ultrabook,13.3,Full Hd 1920X1080,Intel Core I7 7560U 2.4Ghz,8Gb,256Gb Ssd,Intel Iris Plus Graphics 640,Windows 10,1.23Kg,1379.0
1131,Lenovo,Ideapad Y900-17Isk,Gaming,17.3,Ips Panel Full Hd 1920X1080,Intel Core I7 6820Hk 2.7Ghz,16Gb,256Gb Ssd +  1.0Tb Hybrid,Nvidia Geforce Gtx 980M,Windows 10,4.6Kg,2749.99
1132,Razer,Blade Stealth,Ultrabook,12.5,Touchscreen / 4K Ultra Hd 3840X2160,Intel Core I7 6500U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 10,1.25Kg,1029.0
1133,Toshiba,Portege X30-D-10K,Ultrabook,13.3,Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,16Gb,512Gb Ssd,Intel Hd Graphics 620,Windows 10,1.05Kg,2226.0
1134,Asus,Rog Gl752Vw-T4308T,Gaming,17.3,Full Hd 1920X1080,Intel Core I7 6700Hq 2.6Ghz,8Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 960M,Windows 10,3.52Kg,1312.49
1135,Vero,V131 (X5-Z8350/4Gb/32Gb/Fhd/W10),Notebook,13.3,Full Hd 1920X1080,Intel Atom X5-Z8350 1.44Ghz,4Gb,32Gb Flash Storage,Intel Hd Graphics 400,Windows 10,1.35Kg,196.0
1136,Hp,Spectre Pro,Notebook,13.3,Full Hd 1920X1080,Intel Core I5 6200U 2.3Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 10,1.16Kg,1690.0
1137,Hp,Elitebook 1040,Notebook,14.0,Full Hd 1920X1080,Intel Core I5 6200U 2.3Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 7,1.43Kg,1513.0
1138,Dell,Latitude E5570,Notebook,15.6,1366X768,Intel Core I5 6200U 2.3Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 520,Linux,2.09Kg,523.63
1139,Asus,Vivobook Max,Notebook,15.6,1366X768,Intel Core I3 7100U 2.4Ghz,4Gb,1Tb Hdd,Intel Hd Graphics 620,Windows 10,2Kg,435.0
1140,Lenovo,Thinkpad Yoga,2 In 1 Convertible,14.0,Ips Panel Full Hd / Touchscreen 1920X1080,Intel Core I7 6500U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 10,1.8Kg,1669.0
1141,Lenovo,Yoga Book,2 In 1 Convertible,10.1,Ips Panel Touchscreen 1920X1200,Intel Atom X5-Z8550 1.44Ghz,4Gb,64Gb Flash Storage,Intel Hd Graphics 400,Windows 10,0.69Kg,479.0
1142,Hp,Elitebook 820,Ultrabook,12.5,1366X768,Intel Core I5 6300U 2.4Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 7,1.26Kg,1895.0
1143,Lenovo,Legion Y520-15Ikbn,Gaming,15.6,Ips Panel Full Hd 1920X1080,Intel Core I5 7300Hq 2.5Ghz,8Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1060,No Os,2.4Kg,989.0
1144,Hp,Omen -,Gaming,17.3,Ips Panel Full Hd 1920X1080,Intel Core I5 6300Hq 2.3Ghz,8Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1060,Windows 10,3.35Kg,1129.0
1145,Hp,15-Bs078Cl (I7-7500U/8Gb/2Tb/W10),Notebook,15.6,1366X768,Intel Core I7 7500U 2.7Ghz,8Gb,2Tb Hdd,Intel Hd Graphics 620,Windows 10,2.04Kg,629.0
1146,Lenovo,Thinkpad P40,2 In 1 Convertible,14.0,Ips Panel Full Hd / Touchscreen 1920X1080,Intel Core I7 6600U 2.6Ghz,8Gb,512Gb Ssd,Nvidia Quadro M500M,Windows 7,1.8Kg,2050.38
1147,Asus,L403Na-Ga013Ts (N3350/4Gb/32Gb/W10),Notebook,14.0,1366X768,Intel Celeron Dual Core N3350 1.1Ghz,4Gb,32Gb Flash Storage,Intel Hd Graphics 500,Windows 10,1.5Kg,278.0
1148,Hp,250 G6,Ultrabook,15.6,Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.84Kg,752.0
1149,Acer,Aspire E5-576G,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,4Gb,1Tb Hdd,Nvidia Geforce 940Mx,Windows 10,2.23Kg,616.0
1150,Lenovo,Ideapad 500-15Isk,Notebook,15.6,Full Hd 1920X1080,Intel Core I7 6500U 2.5Ghz,16Gb,1.0Tb Hybrid,Amd Radeon R7 M360,Windows 10,2.5Kg,1099.0
1151,Hp,Zbook 17,Workstation,17.3,Ips Panel Full Hd 1920X1080,Intel Core I7 6700Hq 2.6Ghz,8Gb,256Gb Ssd,Nvidia Quadro M3000M,Windows 7,3Kg,3949.4
1153,Dell,Inspiron 5567,Notebook,15.6,1366X768,Intel Core I5 7200U 2.5Ghz,8Gb,1Tb Hdd,Amd Radeon R7 M445,Windows 10,2.5Kg,784.0
1154,Msi,Gt72S Dominator,Gaming,17.3,Full Hd 1920X1080,Intel Core I7 6820Hq 2.7Ghz,16Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 980M,Windows 10,3.78Kg,2399.0
1155,Hp,Elitebook 850,Ultrabook,15.6,Full Hd 1920X1080,Intel Core I7 6500U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 7,1.88Kg,2171.72
1156,Lenovo,Thinkpad X1,2 In 1 Convertible,14.0,Ips Panel Touchscreen 2560X1440,Intel Core I7 6600U 2.6Ghz,16Gb,512Gb Ssd,Intel Hd Graphics 520,Windows 10,2.8Kg,2440.0
1157,Msi,Gp62M 7Rdx,Gaming,15.6,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,8Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1050,Windows 10,2.4Kg,1142.8
1160,Hp,Spectre Pro,2 In 1 Convertible,13.3,Full Hd / Touchscreen 1920X1080,Intel Core I5 6300U 2.4Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 10,1.48Kg,1629.0
1161,Hp,Zbook 15,Workstation,15.6,Ips Panel Full Hd 1920X1080,Intel Core I7 6700Hq 2.6Ghz,8Gb,256Gb Ssd,Nvidia Quadro M1000M,Windows 7,2.59Kg,2229.0
1162,Hp,Spectre Pro,2 In 1 Convertible,13.3,Touchscreen 2560X1440,Intel Core I7 6600U 2.6Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 10,1.48Kg,1799.0
1163,Hp,Zbook Studio,Workstation,15.6,Full Hd 1920X1080,Intel Core I7 6700Hq 2.6Ghz,8Gb,256Gb Ssd,Nvidia Quadro M1000M,Windows 7,2.0Kg,1899.0
1164,Hp,Elitebook 820,Ultrabook,12.5,Full Hd 1920X1080,Intel Core I7 6500U 2.50Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 7,1.26Kg,2296.95
1165,Dell,Vostro 5568,Notebook,15.6,Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,256Gb Ssd,Nvidia Geforce 940Mx,Windows 10,2.18Kg,1009.9
1166,Hp,Elitebook 850,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 6200U 2.3Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 7,1.88Kg,1579.0
1167,Lenovo,Thinkpad X1,2 In 1 Convertible,14.0,Ips Panel Touchscreen 2560X1440,Intel Core I7 6500U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 10,1.27Kg,2339.0
1168,Lenovo,V110-15Isk (I3-6006U/4Gb/1Tb/No,Notebook,15.6,1366X768,Intel Core I3 6006U 2.0Ghz,4Gb,1Tb Hdd,Intel Hd Graphics 520,No Os,1.9Kg,339.0
1169,Hp,15-Ba015Wm (E2-7110/4Gb/500Gb/W10),Notebook,15.6,1366X768,Amd E-Series 7110 1.8Ghz,4Gb,500Gb Hdd,Amd Radeon R2 Graphics,Windows 10,1.86Kg,297.0
1170,Lenovo,B51-80 (I5-6200U/8Gb/1Tb/Radeon,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 6200U 2.3Ghz,8Gb,1Tb Hdd,Amd Radeon R5 M330,No Os,2.32Kg,599.0
1171,Dell,Inspiron 7567,Gaming,15.6,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,8Gb,1Tb Hdd,Nvidia Geforce Gtx 1050Ti,Windows 10,2.62Kg,1199.0
1172,Dell,Xps 15,Notebook,15.6,Ips Panel Touchscreen / 4K Ultra Hd 3840X2160,Intel Core I5 6300Hq 2.3Ghz,8Gb,256Gb Ssd,Nvidia Geforce 960M,Windows 10,2.04Kg,2250.68
1173,Hp,15-Bw002Nv (A6-9220/4Gb/256Gb/Radeon,Notebook,15.6,Full Hd 1920X1080,Amd A6-Series A6-9220 2.5Ghz,4Gb,256Gb Ssd,Amd Radeon 520,Windows 10,1.91Kg,478.89
1174,Msi,Gp72M 7Rex,Gaming,17.3,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,16Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1050 Ti,Windows 10,2.7Kg,1492.8
1175,Lenovo,Thinkpad T460S,Ultrabook,14.0,Full Hd 1920X1080,Intel Core I7 6600U 2.6Ghz,12Gb,512Gb Ssd,Intel Hd Graphics 520,Windows 7,1.4Kg,2299.0
1176,Lenovo,B51-80 (I5-6200U/8Gb/1008Gb/Radeon,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 6200U 2.3Ghz,8Gb,1.0Tb Hybrid,Amd Radeon R5 M330,Windows 10,2.5Kg,788.49
1177,Hp,Spectre Pro,2 In 1 Convertible,13.3,Touchscreen 2560X1440,Intel Core I7 6600U 2.6Ghz,8Gb,512Gb Ssd,Intel Hd Graphics 520,Windows 10,1.48Kg,2041.0
1178,Lenovo,Thinkpad T460,Ultrabook,14.0,Full Hd 1920X1080,Intel Core I7 6600U 2.6Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 7,1.7Kg,1499.0
1179,Msi,Gs40 Phantom,Gaming,14.0,Full Hd 1920X1080,Intel Core I7 6700Hq 2.6Ghz,16Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 970M,Windows 10,1.7Kg,1769.0
1180,Hp,Pavilion 15-Cb003Nv,Gaming,15.6,Ips Panel Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,8Gb,1Tb Hdd,Nvidia Geforce Gtx 1050,Windows 10,2.62Kg,899.0
1181,Lenovo,Ideapad 310-15Isk,Notebook,15.6,1366X768,Intel Core I3 6006U 2.0Ghz,8Gb,1Tb Hdd,Intel Hd Graphics 520,Windows 10,2.2Kg,459.0
1182,Hp,250 G4,Notebook,15.6,1366X768,Intel Core I5 6200U 2.3Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 520,No Os,2.1Kg,476.99
1183,Dell,Inspiron 7567,Gaming,15.6,4K Ultra Hd 3840X2160,Intel Core I7 7700Hq 2.8Ghz,8Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1050 Ti,Windows 10,2.62Kg,1498.0
1184,Lenovo,Thinkpad T570,Notebook,15.6,Ips Panel Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.95Kg,1390.0
1185,Lenovo,320-15Isk (I3-6006U/4Gb/1Tb/Geforce,Notebook,15.6,Full Hd 1920X1080,Intel Core I3 6006U 2Ghz,4Gb,1Tb Hdd,Nvidia Geforce 920Mx,Windows 10,2.2Kg,468.0
1186,Hp,Stream 14-Ax000Nv,Notebook,14.0,1366X768,Intel Celeron Dual Core N3060 1.6Ghz,2Gb,32Gb Flash Storage,Intel Hd Graphics 400,Windows 10,1.44Kg,249.0
1187,Msi,Pl60 7Rd,Gaming,15.6,Ips Panel Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,1Tb Hdd,Nvidia Geforce Gtx 1050,Windows 10,2.2Kg,839.0
1188,Hp,250 G5,Notebook,15.6,Full Hd 1920X1080,Intel Core I7 6500U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 10,1.96Kg,679.0
1189,Hp,Probook 450,Notebook,15.6,Full Hd 1920X1080,Intel Core I7 8550U 1.8Ghz,16Gb,512Gb Ssd,Intel Uhd Graphics 620,Windows 10,2.1Kg,1159.0
1190,Asus,X553Sa-Xx021T (N3050/4Gb/500Gb/W10),Notebook,15.6,1366X768,Intel Celeron Dual Core N3050 1.6Ghz,4Gb,500Gb Hdd,Intel Hd Graphics,Windows 10,2.2Kg,369.0
1191,Lenovo,V110-15Isk (I5-6200U/4Gb/500Gb/No,Notebook,15.6,1366X768,Intel Core I5 6200U 2.3Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 520,No Os,2.1Kg,398.0
1192,Lenovo,Ideapad 510-15Ikb,Notebook,15.6,Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,1Tb Hdd,Nvidia Geforce 940Mx,No Os,2.2Kg,709.0
1193,Asus,Ux410Ua-Gv097T (I3-7100U/4Gb/256Gb/Fhd/W10),Notebook,14.0,Full Hd 1920X1080,Intel Core I3 7100U 2.4Ghz,4Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,2Kg,769.0
1194,Lenovo,B51-80 (I7-6500U/4Gb/1008Gb/Fhd/W7),Notebook,15.6,Full Hd 1920X1080,Intel Core I7 6500U 2.5Ghz,4Gb,1.0Tb Hybrid,Intel Hd Graphics 520,Windows 7,2.32Kg,825.0
1195,Lenovo,Ideapad Y700-15Isk,Gaming,15.6,Ips Panel Full Hd 1920X1080,Intel Core I7 6700Hq 2.6Ghz,16Gb,512Gb Ssd,Nvidia Geforce Gtx 960,Windows 10,3.31Kg,1305.0
1196,Msi,Gs60 Ghost,Gaming,15.6,Full Hd 1920X1080,Intel Core I7 6700Hq 2.6Ghz,16Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 970M,Windows 10,1.91Kg,2153.37
1197,Hp,Probook 450,Notebook,15.6,1366X768,Intel Core I3 6100U 2.3Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 520,Windows 10,2.07Kg,650.0
1198,Lenovo,Thinkpad X1,2 In 1 Convertible,14.0,Ips Panel Touchscreen 2560X1440,Intel Core I5 6200U 2.3Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 10,1.36Kg,1637.0
1199,Lenovo,Ideapad 310-15Ikb,Ultrabook,15.6,Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,6Gb,256Gb Ssd,Nvidia Geforce 920M,Windows 10,1.54Kg,831.0
1200,Dell,Vostro 5568,Notebook,15.6,Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,256Gb Ssd,Nvidia Geforce Gt 940Mx,Linux,1.98Kg,895.01
1201,Acer,Aspire 3,Notebook,15.6,1366X768,Intel Celeron Dual Core N3350 2Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 500,Windows 10,2.1Kg,333.0
1202,Hp,Pavilion 15-Bc000Nv,Notebook,15.6,Ips Panel Full Hd 1920X1080,Intel Core I7 6700Hq 2.6Ghz,6Gb,1Tb Hdd,Nvidia Geforce Gtx 960M,Windows 10,2.18Kg,799.0
1203,Asus,Rog Gl552Vw-Dm201T,Gaming,15.6,Ips Panel Full Hd 1920X1080,Intel Core I7 6700Hq 2.6Ghz,8Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 960M,Windows 10,2.591Kg,909.0
1204,Dell,Inspiron 5578,2 In 1 Convertible,15.6,Full Hd / Touchscreen 1920X1080,Intel Core I7 7500U 2.7Ghz,16Gb,512Gb Ssd,Intel Hd Graphics 620,Windows 10,2.09Kg,1179.0
1205,Acer,Aspire E5-576G,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,4Gb,256Gb Ssd,Nvidia Geforce 940Mx,Windows 10,2.23Kg,691.0
1206,Dell,Xps 13,Ultrabook,13.3,Quad Hd+ / Touchscreen 3200X1800,Intel Core I5 6300U 2.4Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Linux,1.23Kg,1099.0
1207,Acer,Predator G9-793,Gaming,17.3,Ips Panel Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,16Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1070,Windows 10,4.2Kg,2599.0
1208,Lenovo,Legion Y520-15Ikbn,Gaming,15.6,Ips Panel Full Hd 1920X1080,Intel Core I5 7300Hq 2.5Ghz,8Gb,1Tb Hdd,Nvidia Geforce Gtx 1050,Windows 10,2.4Kg,819.0
1209,Samsung,Chromebook Plus,2 In 1 Convertible,12.3,Ips Panel Touchscreen 2400X1600,Samsung Cortex A72&A53 2.0Ghz,4Gb,32Gb Flash Storage,Arm Mali T860 Mp4,Chrome Os,1.15Kg,659.0
1210,Hp,250 G6,Notebook,15.6,1366X768,Intel Core I5 7200U 2.5Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 620,Windows 10,1.86Kg,485.0
1211,Apple,"Macbook 12""",Ultrabook,12.0,Ips Panel Retina Display 2304X1440,Intel Core M 1.1Ghz,8Gb,256Gb Flash Storage,Intel Hd Graphics 5300,Mac Os X,0.920Kg,1163.0
1212,Dell,Inspiron 7378,2 In 1 Convertible,13.3,Ips Panel Full Hd / Touchscreen 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.6Kg,1199.0
1213,Hp,Pavilion Power,Notebook,15.6,Ips Panel Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,12Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1050,Windows 10,2.21Kg,1327.0
1214,Lenovo,V110-15Isk (I3-6006U/4Gb/1Tb/Radeon,Notebook,15.6,1366X768,Intel Core I3 6006U 2Ghz,4Gb,1Tb Hdd,Amd Radeon R5 M430,No Os,1.9Kg,368.0
1215,Asus,Rog G752Vy-Gc229T,Gaming,17.3,Ips Panel Full Hd 1920X1080,Intel Core I7 6700Hq 2.6Ghz,16Gb,512Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 980M,Windows 10,4.3Kg,2150.0
1216,Acer,Aspire 3,Notebook,15.6,1366X768,Intel Celeron Dual Core N3350 2Ghz,4Gb,1Tb Hdd,Intel Hd Graphics 500,Linux,2.1Kg,272.0
1217,Msi,Gs73Vr 7Rf,Gaming,17.3,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,16Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1060,Windows 10,2.43Kg,2048.9
1218,Dell,Inspiron 5567,Notebook,15.6,1366X768,Intel Core I3 6006U 2.0Ghz,4Gb,128Gb Ssd,Amd Radeon R7 M440,Windows 10,2.3Kg,499.0
1219,Lenovo,Ideapad 310-15Isk,Notebook,15.6,1366X768,Intel Core I7 6500U 2.5Ghz,8Gb,500Gb Hdd,Nvidia Geforce 920Mx,No Os,2.2Kg,629.0
1220,Dell,Inspiron 5579,2 In 1 Convertible,15.6,Full Hd / Touchscreen 1920X1080,Intel Core I7 8550U 1.8Ghz,16Gb,512Gb Ssd,Intel Uhd Graphics 620,Windows 10,2Kg,1285.0
1221,Dell,Xps 13,Ultrabook,13.3,Quad Hd+ / Touchscreen 3200X1800,Intel Core I7 7500U 2.7Ghz,16Gb,512Gb Ssd,Intel Hd Graphics 620,Windows 10,1.2Kg,2680.0
1222,Asus,Fx502Vm-Dm105T (I7-6700Hq/8Gb/1Tb/Geforce,Gaming,15.6,Full Hd 1920X1080,Intel Core I7 6700Hq 2.6Ghz,8Gb,1Tb Hdd,Nvidia Geforce Gtx 1060,Windows 10,2.2Kg,1169.0
1223,Dell,Inspiron 5567,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Amd Radeon R7 M445,Windows 10,2.36Kg,889.0
1224,Hp,15-Bs025Nv (I5-7200U/8Gb/256Gb/W10),Notebook,15.6,1366X768,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.91Kg,579.0
1225,Lenovo,Ideapad 320-15Ast,Notebook,15.6,1366X768,Amd E-Series 9000 2.2Ghz,4Gb,500Gb Hdd,Amd Radeon R2 Graphics,Windows 10,2.2Kg,299.0
1226,Acer,Aspire E5-774G,Notebook,17.3,1600X900,Intel Core I3 6006U 2.0Ghz,8Gb,1Tb Hdd,Nvidia Geforce 940Mx,Windows 10,3.3Kg,629.0
1227,Asus,Rog Strix,Gaming,15.6,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,16Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1070,Windows 10,2.2Kg,2449.0
1228,Apple,"Macbook 12""",Ultrabook,12.0,Ips Panel Retina Display 2304X1440,Intel Core M 1.2Ghz,8Gb,512Gb Flash Storage,Intel Hd Graphics 515,Mac Os X,0.920Kg,1279.0
1229,Asus,Fx502Vm-As73 (I7-7700Hq/16Gb/1Tb,Notebook,15.6,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,16Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1060,Windows 10,2.2Kg,1749.0
1230,Msi,Gs73Vr Stealth,Gaming,17.3,Ips Panel Full Hd 1920X1080,Intel Core I7 6700Hq 2.6Ghz,16Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1060,Windows 10,2.43Kg,1948.99
1231,Dell,Inspiron 7579,2 In 1 Convertible,15.6,Ips Panel Full Hd / Touchscreen 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,2.191Kg,999.0
1232,Asus,Rog Strix,Gaming,17.3,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,16Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1060,Windows 10,2.9Kg,1949.0
1233,Acer,C740-C9Qx (3205U/2Gb/32Gb/Chrome,Netbook,11.6,1366X768,Intel Celeron Dual Core 3205U 1.5Ghz,2Gb,32Gb Ssd,Intel Hd Graphics,Chrome Os,1.3Kg,174.0
1234,Acer,E5 774G,Notebook,17.3,1600X900,Intel Core I3 6006U 2Ghz,4Gb,1Tb Hdd,Nvidia Geforce 940Mx,Windows 10,3.3Kg,598.0
1235,Lenovo,Ideapad 320-17Ikb,Notebook,17.3,1600X900,Intel Core I5 7200U 2.5Ghz,8Gb,1Tb Hdd,Intel Hd Graphics 620,No Os,2.8Kg,539.0
1236,Lenovo,Ideapad Y700-15Isk,Gaming,15.6,Ips Panel Full Hd 1920X1080,Intel Core I7 6700Hq 2.6Ghz,8Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 960<U+039C>,Windows 10,2.6Kg,1272.0
1237,Acer,Sp714-51 (I7-7Y75/8Gb/256Gb/Fhd/W10),2 In 1 Convertible,14.0,Ips Panel Full Hd / Touchscreen 1920X1080,Intel Core I7 7Y75 1.3Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 615,Windows 10,1.2Kg,1149.0
1238,Lenovo,Thinkpad T560,Notebook,15.6,Ips Panel Full Hd 1920X1080,Intel Core I7 6600U 2.6Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 10,2.3Kg,1529.0
1239,Msi,Gp62Mvr 6Rf,Gaming,15.6,Full Hd 1920X1080,Intel Core I7 6700Hq 2.6Ghz,8Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1060,Windows 10,2.2Kg,1476.11
1240,Hp,15-Bw009Nv (A12-9720P/6Gb/1Tb/Radeon,Notebook,15.6,Full Hd 1920X1080,Amd A12-Series 9720P 2.7Ghz,6Gb,1Tb Hdd,Amd Radeon 530,Windows 10,2.1Kg,529.0
1241,Dell,Latitude E7270,Ultrabook,12.5,Full Hd / Touchscreen 1920X1080,Intel Core I5 6300U 2.4Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 7,1.26Kg,1713.37
1242,Dell,Inspiron 5578,2 In 1 Convertible,15.0,Full Hd / Touchscreen 1920X1080,Intel Core I3 7100U 2.4Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 620,Windows 10,2.08Kg,509.0
1243,Asus,X540Sa-Rbpdn09 (N3710/4Gb/1Tb/W10),Notebook,15.6,1366X768,Intel Pentium Quad Core N3710 1.6Ghz,4Gb,1Tb Hdd,Intel Hd Graphics 405,Windows 10,2.65Kg,309.0
1244,Dell,Xps 13,Ultrabook,13.3,Quad Hd+ / Touchscreen 3200X1800,Intel Core I7 7500U 2.7Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.29Kg,1477.0
1245,Dell,Vostro 3568,Notebook,15.6,1366X768,Intel Core I5 7200U 2.5Ghz,4Gb,1Tb Hdd,Intel Hd Graphics 520,Linux,2.18Kg,521.86
1246,Lenovo,Ideapad Y700-15Isk,Gaming,15.6,Ips Panel Full Hd / Touchscreen 1920X1080,Intel Core I7 6700Hq 2.6Ghz,16Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 960M,Windows 10,2.6Kg,1029.0
1247,Msi,Gl62M 7Rdx,Gaming,15.6,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,8Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1050,Windows 10,2.2Kg,1149.0
1248,Lenovo,Thinkpad Yoga,Netbook,12.5,Ips Panel Full Hd / Touchscreen 1920X1080,Intel Core I7 6500U 2.50Ghz,16Gb,512Gb Ssd,Intel Hd Graphics 520,Windows 10,1.3Kg,1650.0
